strategy,puzzle_file,runtime,backtracks,max_depth,recursive_calls
2,puzzles\puzzle_181.cnf,1.4535620212554932,0,0,4
3,puzzles\puzzle_181.cnf,2.2504255771636963,0,0,18
1,puzzles\puzzle_182.cnf,1.641610860824585,2,0,20
2,puzzles\puzzle_182.cnf,1.579838752746582,10,0,26
3,puzzles\puzzle_182.cnf,18.879514455795288,41,0,107
1,puzzles\puzzle_183.cnf,1.453742504119873,0,0,1
2,puzzles\puzzle_183.cnf,1.5011427402496338,0,0,1
3,puzzles\puzzle_183.cnf,1.4857351779937744,0,0,1
1,puzzles\puzzle_184.cnf,1.5009126663208008,0,0,1
2,puzzles\puzzle_184.cnf,1.454580307006836,0,0,1
3,puzzles\puzzle_184.cnf,1.4382195472717285,0,0,1
1,puzzles\puzzle_185.cnf,1.4694924354553223,0,0,1
2,puzzles\puzzle_185.cnf,1.4856805801391602,0,0,1
3,puzzles\puzzle_185.cnf,1.5011496543884277,0,0,1
1,puzzles\puzzle_186.cnf,1.5476012229919434,1,0,10
2,puzzles\puzzle_186.cnf,2.722325325012207,0,0,2
3,puzzles\puzzle_186.cnf,4.908990383148193,0,0,23
1,puzzles\puzzle_187.cnf,1.4230310916900635,0,0,1
2,puzzles\puzzle_187.cnf,1.469529390335083,0,0,1
3,puzzles\puzzle_187.cnf,1.4699630737304688,0,0,1
1,puzzles\puzzle_188.cnf,1.5012357234954834,0,0,5
2,puzzles\puzzle_188.cnf,1.4856271743774414,0,0,2
3,puzzles\puzzle_188.cnf,3.2704062461853027,0,0,22
1,puzzles\puzzle_189.cnf,1.485673427581787,0,0,1
2,puzzles\puzzle_189.cnf,1.4692096710205078,0,0,1
3,puzzles\puzzle_189.cnf,1.4698655605316162,0,0,1
1,puzzles\puzzle_19.cnf,1.4383833408355713,0,0,1
2,puzzles\puzzle_19.cnf,1.4701273441314697,0,0,1
3,puzzles\puzzle_19.cnf,1.4385204315185547,0,0,1
1,puzzles\puzzle_190.cnf,1.4846510887145996,0,0,7
2,puzzles\puzzle_190.cnf,1.4546945095062256,0,0,6
3,puzzles\puzzle_190.cnf,3.1644387245178223,0,0,4
1,puzzles\puzzle_191.cnf,1.5170981884002686,0,0,2
2,puzzles\puzzle_191.cnf,1.4845998287200928,0,0,5
3,puzzles\puzzle_191.cnf,33.93572664260864,120,0,296
1,puzzles\puzzle_192.cnf,1.4388647079467773,0,0,2
2,puzzles\puzzle_192.cnf,1.4223127365112305,0,0,4
3,puzzles\puzzle_192.cnf,2.0796687602996826,0,0,18
1,puzzles\puzzle_193.cnf,2.725836753845215,0,0,2
2,puzzles\puzzle_193.cnf,1.5005910396575928,0,0,4
3,puzzles\puzzle_193.cnf,2.0163450241088867,0,0,13
1,puzzles\puzzle_194.cnf,1.4691531658172607,0,0,7
2,puzzles\puzzle_194.cnf,1.531811237335205,2,0,8
3,puzzles\puzzle_194.cnf,3.141420841217041,0,0,28
1,puzzles\puzzle_195.cnf,1.4537360668182373,0,0,3
2,puzzles\puzzle_195.cnf,1.532674789428711,0,0,5
3,puzzles\puzzle_195.cnf,6.357340574264526,23,0,60
1,puzzles\puzzle_196.cnf,1.4698402881622314,0,0,1
2,puzzles\puzzle_196.cnf,1.454468011856079,0,0,1
3,puzzles\puzzle_196.cnf,1.4388773441314697,0,0,1
1,puzzles\puzzle_197.cnf,1.4851789474487305,1,0,7
2,puzzles\puzzle_197.cnf,1.5201361179351807,0,0,4
3,puzzles\puzzle_197.cnf,1.9204599857330322,0,0,14
1,puzzles\puzzle_198.cnf,1.8872315883636475,0,0,4
2,puzzles\puzzle_198.cnf,1.5323247909545898,1,0,5
3,puzzles\puzzle_198.cnf,3.314218282699585,0,0,8
1,puzzles\puzzle_199.cnf,1.5316805839538574,0,0,5
2,puzzles\puzzle_199.cnf,1.4691641330718994,2,0,8
3,puzzles\puzzle_199.cnf,27.81139612197876,110,0,258
1,puzzles\puzzle_2.cnf,1.376183032989502,0,0,1
2,puzzles\puzzle_2.cnf,1.43831205368042,0,0,1
3,puzzles\puzzle_2.cnf,1.4384915828704834,0,0,1
1,puzzles\puzzle_20.cnf,1.4542295932769775,0,0,1
2,puzzles\puzzle_20.cnf,1.8766472339630127,0,0,1
3,puzzles\puzzle_20.cnf,1.5787734985351562,0,0,1
1,puzzles\puzzle_200.cnf,1.6885106563568115,8,0,23
2,puzzles\puzzle_200.cnf,1.5787827968597412,1,0,10
3,puzzles\puzzle_200.cnf,19.17213273048401,77,0,164
1,puzzles\puzzle_201.cnf,1.3908538818359375,0,0,1
2,puzzles\puzzle_201.cnf,1.5158936977386475,0,0,1
3,puzzles\puzzle_201.cnf,1.4846608638763428,0,0,1
1,puzzles\puzzle_202.cnf,2.5101499557495117,0,0,1
2,puzzles\puzzle_202.cnf,1.5782217979431152,0,0,1
3,puzzles\puzzle_202.cnf,1.5167267322540283,0,0,1
1,puzzles\puzzle_203.cnf,1.5320727825164795,3,0,9
2,puzzles\puzzle_203.cnf,1.5479726791381836,1,0,7
3,puzzles\puzzle_203.cnf,6.378684997558594,6,0,52
1,puzzles\puzzle_204.cnf,2.3291375637054443,0,0,1
2,puzzles\puzzle_204.cnf,1.5663886070251465,0,0,1
3,puzzles\puzzle_204.cnf,1.4536521434783936,0,0,1
1,puzzles\puzzle_205.cnf,1.4857845306396484,0,0,4
2,puzzles\puzzle_205.cnf,1.4539222717285156,0,0,2
3,puzzles\puzzle_205.cnf,1.53236722946167,0,0,9
1,puzzles\puzzle_206.cnf,1.469893455505371,0,0,3
2,puzzles\puzzle_206.cnf,1.4849395751953125,0,0,9
3,puzzles\puzzle_206.cnf,6.955641746520996,10,0,44
1,puzzles\puzzle_207.cnf,1.5474293231964111,0,0,2
2,puzzles\puzzle_207.cnf,1.4691650867462158,0,0,2
3,puzzles\puzzle_207.cnf,4.204419851303101,0,0,30
1,puzzles\puzzle_208.cnf,1.5007328987121582,1,0,20
2,puzzles\puzzle_208.cnf,1.6108217239379883,4,0,14
3,puzzles\puzzle_208.cnf,26.73181676864624,78,0,192
1,puzzles\puzzle_209.cnf,1.454179048538208,1,0,5
2,puzzles\puzzle_209.cnf,1.50114107131958,0,0,7
3,puzzles\puzzle_209.cnf,2.031445264816284,0,0,10
1,puzzles\puzzle_21.cnf,2.407388210296631,0,0,1
2,puzzles\puzzle_21.cnf,1.4854092597961426,0,0,1
3,puzzles\puzzle_21.cnf,1.4537127017974854,0,0,1
1,puzzles\puzzle_210.cnf,1.454134225845337,0,0,9
2,puzzles\puzzle_210.cnf,1.5005056858062744,1,0,5
3,puzzles\puzzle_210.cnf,1.7509617805480957,0,0,8
1,puzzles\puzzle_211.cnf,1.43751859664917,0,0,1
2,puzzles\puzzle_211.cnf,1.5788400173187256,0,0,1
3,puzzles\puzzle_211.cnf,1.8606245517730713,0,0,1
1,puzzles\puzzle_212.cnf,1.9397461414337158,0,0,5
2,puzzles\puzzle_212.cnf,1.547661304473877,1,0,11
3,puzzles\puzzle_212.cnf,6.3941404819488525,0,0,26
1,puzzles\puzzle_213.cnf,1.423011064529419,0,0,5
2,puzzles\puzzle_213.cnf,1.4856393337249756,0,0,3
3,puzzles\puzzle_213.cnf,3.017467737197876,0,0,20
1,puzzles\puzzle_214.cnf,1.6411879062652588,0,0,4
2,puzzles\puzzle_214.cnf,1.4842398166656494,0,0,3
3,puzzles\puzzle_214.cnf,2.000779628753662,0,0,11
1,puzzles\puzzle_215.cnf,1.468752145767212,5,0,13
2,puzzles\puzzle_215.cnf,1.5013442039489746,0,0,4
3,puzzles\puzzle_215.cnf,2.516627311706543,0,0,12
1,puzzles\puzzle_216.cnf,1.5475378036499023,2,0,15
2,puzzles\puzzle_216.cnf,1.7349610328674316,0,0,6
3,puzzles\puzzle_216.cnf,23.630841970443726,54,0,124
1,puzzles\puzzle_217.cnf,1.438274621963501,0,0,2
2,puzzles\puzzle_217.cnf,1.4547748565673828,1,0,7
3,puzzles\puzzle_217.cnf,5.964870452880859,15,0,54
1,puzzles\puzzle_218.cnf,1.5005743503570557,0,0,1
2,puzzles\puzzle_218.cnf,1.4388642311096191,0,0,1
3,puzzles\puzzle_218.cnf,1.437958002090454,0,0,1
1,puzzles\puzzle_219.cnf,1.5478732585906982,0,0,1
2,puzzles\puzzle_219.cnf,1.453843593597412,0,0,1
3,puzzles\puzzle_219.cnf,1.4544665813446045,0,0,1
1,puzzles\puzzle_22.cnf,1.469386339187622,0,0,8
2,puzzles\puzzle_22.cnf,1.486112356185913,0,0,4
3,puzzles\puzzle_22.cnf,2.69000244140625,0,0,16
1,puzzles\puzzle_220.cnf,1.5479483604431152,2,0,10
2,puzzles\puzzle_220.cnf,1.4541473388671875,0,0,4
3,puzzles\puzzle_220.cnf,3.5790531635284424,5,0,29
1,puzzles\puzzle_221.cnf,1.5791611671447754,1,0,19
2,puzzles\puzzle_221.cnf,1.5168647766113281,0,0,9
3,puzzles\puzzle_221.cnf,8.36366581916809,6,0,64
1,puzzles\puzzle_222.cnf,1.4548428058624268,0,0,1
2,puzzles\puzzle_222.cnf,1.485245943069458,0,0,1
3,puzzles\puzzle_222.cnf,1.4854841232299805,0,0,1
1,puzzles\puzzle_223.cnf,1.4852910041809082,0,0,1
2,puzzles\puzzle_223.cnf,1.5163748264312744,0,0,1
3,puzzles\puzzle_223.cnf,1.453925609588623,0,0,1
1,puzzles\puzzle_224.cnf,2.267277956008911,0,0,4
2,puzzles\puzzle_224.cnf,1.5177524089813232,0,0,4
3,puzzles\puzzle_224.cnf,2.1412577629089355,0,0,22
1,puzzles\puzzle_225.cnf,1.4544281959533691,0,0,1
2,puzzles\puzzle_225.cnf,1.454314947128296,0,0,1
3,puzzles\puzzle_225.cnf,1.469740390777588,0,0,1
1,puzzles\puzzle_226.cnf,1.4694459438323975,0,0,9
2,puzzles\puzzle_226.cnf,1.4220879077911377,0,0,4
3,puzzles\puzzle_226.cnf,2.3923592567443848,0,0,19
1,puzzles\puzzle_227.cnf,2.6887199878692627,1,0,7
2,puzzles\puzzle_227.cnf,1.5321955680847168,0,0,2
3,puzzles\puzzle_227.cnf,2.92221999168396,0,0,16
1,puzzles\puzzle_228.cnf,1.5013935565948486,0,0,1
2,puzzles\puzzle_228.cnf,1.4697744846343994,0,0,1
3,puzzles\puzzle_228.cnf,1.4538259506225586,0,0,1
1,puzzles\puzzle_229.cnf,1.5170249938964844,1,0,7
2,puzzles\puzzle_229.cnf,1.4846127033233643,2,0,11
3,puzzles\puzzle_229.cnf,4.8477301597595215,0,0,18
1,puzzles\puzzle_23.cnf,1.5317015647888184,0,0,3
2,puzzles\puzzle_23.cnf,1.4535553455352783,0,0,5
3,puzzles\puzzle_23.cnf,7.158071041107178,24,0,67
1,puzzles\puzzle_230.cnf,2.6273880004882812,0,0,6
2,puzzles\puzzle_230.cnf,1.547452449798584,0,0,5
3,puzzles\puzzle_230.cnf,3.782761573791504,13,0,46
1,puzzles\puzzle_231.cnf,1.4856059551239014,0,0,8
2,puzzles\puzzle_231.cnf,1.469928503036499,0,0,2
3,puzzles\puzzle_231.cnf,2.47052001953125,0,0,21
1,puzzles\puzzle_232.cnf,1.516226053237915,0,0,8
2,puzzles\puzzle_232.cnf,2.2048354148864746,0,0,4
3,puzzles\puzzle_232.cnf,5.876599550247192,6,0,51
1,puzzles\puzzle_233.cnf,1.4068348407745361,0,0,1
2,puzzles\puzzle_233.cnf,1.453813076019287,0,0,1
3,puzzles\puzzle_233.cnf,1.4697139263153076,0,0,1
1,puzzles\puzzle_234.cnf,1.4852795600891113,0,0,3
2,puzzles\puzzle_234.cnf,1.5010054111480713,0,0,2
3,puzzles\puzzle_234.cnf,7.765544891357422,8,0,61
1,puzzles\puzzle_235.cnf,1.469815731048584,1,0,9
2,puzzles\puzzle_235.cnf,1.4690461158752441,0,0,3
3,puzzles\puzzle_235.cnf,28.071605920791626,82,0,215
1,puzzles\puzzle_236.cnf,1.500701665878296,0,0,1
2,puzzles\puzzle_236.cnf,1.4697911739349365,0,0,1
3,puzzles\puzzle_236.cnf,1.454908847808838,0,0,1
1,puzzles\puzzle_237.cnf,1.4857983589172363,0,0,9
2,puzzles\puzzle_237.cnf,2.689502477645874,7,0,24
3,puzzles\puzzle_237.cnf,14.489993572235107,33,0,105
1,puzzles\puzzle_238.cnf,1.4220311641693115,0,0,1
2,puzzles\puzzle_238.cnf,1.4532802104949951,0,0,1
3,puzzles\puzzle_238.cnf,1.4699137210845947,0,0,1
1,puzzles\puzzle_239.cnf,1.516817331314087,3,0,12
2,puzzles\puzzle_239.cnf,1.4383084774017334,0,0,3
3,puzzles\puzzle_239.cnf,22.45858860015869,48,0,121
1,puzzles\puzzle_24.cnf,1.3760225772857666,0,0,1
2,puzzles\puzzle_24.cnf,1.4693751335144043,0,0,1
3,puzzles\puzzle_24.cnf,1.4539837837219238,0,0,1
1,puzzles\puzzle_240.cnf,1.485283374786377,0,0,7
2,puzzles\puzzle_240.cnf,1.453979730606079,0,0,4
3,puzzles\puzzle_240.cnf,1.6730833053588867,0,0,6
1,puzzles\puzzle_241.cnf,1.4378588199615479,0,0,1
2,puzzles\puzzle_241.cnf,1.485628604888916,0,0,1
3,puzzles\puzzle_241.cnf,1.454155683517456,0,0,1
1,puzzles\puzzle_242.cnf,2.563603639602661,0,0,1
2,puzzles\puzzle_242.cnf,1.6162619590759277,0,0,1
3,puzzles\puzzle_242.cnf,1.5169053077697754,0,0,1
1,puzzles\puzzle_243.cnf,1.484571933746338,0,0,4
2,puzzles\puzzle_243.cnf,1.469285249710083,1,0,7
3,puzzles\puzzle_243.cnf,2.891705274581909,0,0,12
1,puzzles\puzzle_244.cnf,1.469235897064209,0,0,4
2,puzzles\puzzle_244.cnf,1.485992431640625,0,0,4
3,puzzles\puzzle_244.cnf,7.567867040634155,0,0,30
1,puzzles\puzzle_245.cnf,1.5005593299865723,0,0,14
2,puzzles\puzzle_245.cnf,1.5476758480072021,0,0,5
3,puzzles\puzzle_245.cnf,12.835636854171753,7,0,55
1,puzzles\puzzle_246.cnf,1.4693892002105713,0,0,5
2,puzzles\puzzle_246.cnf,1.876218557357788,8,0,31
3,puzzles\puzzle_246.cnf,111.0078775882721,340,0,758
1,puzzles\puzzle_247.cnf,1.4385290145874023,1,0,8
2,puzzles\puzzle_247.cnf,1.4693799018859863,1,0,6
3,puzzles\puzzle_247.cnf,2.1419224739074707,0,0,12
1,puzzles\puzzle_248.cnf,1.4849607944488525,0,0,1
2,puzzles\puzzle_248.cnf,1.4388606548309326,0,0,1
3,puzzles\puzzle_248.cnf,1.4849574565887451,0,0,1
1,puzzles\puzzle_249.cnf,1.500614881515503,0,0,1
2,puzzles\puzzle_249.cnf,1.4861047267913818,0,0,1
3,puzzles\puzzle_249.cnf,1.8132517337799072,0,0,1
1,puzzles\puzzle_25.cnf,2.278599977493286,0,0,5
2,puzzles\puzzle_25.cnf,1.4853980541229248,0,0,4
3,puzzles\puzzle_25.cnf,1.9384026527404785,0,0,12
1,puzzles\puzzle_250.cnf,1.517714262008667,5,0,18
2,puzzles\puzzle_250.cnf,1.5632610321044922,1,0,5
3,puzzles\puzzle_250.cnf,9.425224304199219,27,0,74
1,puzzles\puzzle_251.cnf,1.4697065353393555,1,0,8
2,puzzles\puzzle_251.cnf,1.4544188976287842,0,0,2
3,puzzles\puzzle_251.cnf,2.6576881408691406,0,0,21
1,puzzles\puzzle_252.cnf,1.5162534713745117,2,0,15
2,puzzles\puzzle_252.cnf,1.4543733596801758,0,0,6
3,puzzles\puzzle_252.cnf,26.786014556884766,69,0,161
1,puzzles\puzzle_253.cnf,1.4382472038269043,0,0,1
2,puzzles\puzzle_253.cnf,1.484790325164795,0,0,1
3,puzzles\puzzle_253.cnf,1.469771146774292,0,0,1
1,puzzles\puzzle_254.cnf,1.6104278564453125,0,0,21
2,puzzles\puzzle_254.cnf,2.297874927520752,0,0,10
3,puzzles\puzzle_254.cnf,6.64364218711853,9,0,63
1,puzzles\puzzle_255.cnf,1.4231207370758057,0,0,3
2,puzzles\puzzle_255.cnf,1.4850780963897705,0,0,3
3,puzzles\puzzle_255.cnf,1.5952339172363281,0,0,11
1,puzzles\puzzle_256.cnf,1.4700121879577637,0,0,5
2,puzzles\puzzle_256.cnf,2.5632426738739014,0,0,3
3,puzzles\puzzle_256.cnf,2.0948903560638428,0,0,6
1,puzzles\puzzle_257.cnf,1.4219348430633545,0,0,1
2,puzzles\puzzle_257.cnf,1.4223294258117676,0,0,1
3,puzzles\puzzle_257.cnf,1.4697129726409912,0,0,1
1,puzzles\puzzle_258.cnf,1.4542441368103027,0,0,1
2,puzzles\puzzle_258.cnf,1.4534428119659424,0,0,1
3,puzzles\puzzle_258.cnf,1.454024314880371,0,0,1
1,puzzles\puzzle_259.cnf,1.4379000663757324,1,0,8
2,puzzles\puzzle_259.cnf,2.2975902557373047,2,0,12
3,puzzles\puzzle_259.cnf,6.1749796867370605,16,0,51
1,puzzles\puzzle_26.cnf,1.4691581726074219,0,0,5
2,puzzles\puzzle_26.cnf,1.5480785369873047,7,0,23
3,puzzles\puzzle_26.cnf,2.0159409046173096,0,0,7
1,puzzles\puzzle_260.cnf,2.125936269760132,30,0,73
2,puzzles\puzzle_260.cnf,2.3160183429718018,1,0,6
3,puzzles\puzzle_260.cnf,11.62830114364624,30,0,89
1,puzzles\puzzle_261.cnf,2.531318426132202,3,0,13
2,puzzles\puzzle_261.cnf,1.6263587474822998,0,0,4
3,puzzles\puzzle_261.cnf,2.142598867416382,0,0,14
1,puzzles\puzzle_262.cnf,1.4691617488861084,0,0,4
2,puzzles\puzzle_262.cnf,1.485609531402588,0,0,8
3,puzzles\puzzle_262.cnf,22.95810866355896,88,0,227
1,puzzles\puzzle_263.cnf,1.4387047290802002,0,0,4
2,puzzles\puzzle_263.cnf,1.4696369171142578,2,0,14
3,puzzles\puzzle_263.cnf,5.735925912857056,8,0,43
1,puzzles\puzzle_264.cnf,1.4860343933105469,0,0,1
2,puzzles\puzzle_264.cnf,1.4850420951843262,0,0,1
3,puzzles\puzzle_264.cnf,1.4858014583587646,0,0,1
1,puzzles\puzzle_265.cnf,2.549333333969116,0,0,4
2,puzzles\puzzle_265.cnf,1.6100142002105713,0,0,2
3,puzzles\puzzle_265.cnf,1.9070477485656738,6,0,22
1,puzzles\puzzle_266.cnf,1.484468698501587,0,0,1
2,puzzles\puzzle_266.cnf,1.485201358795166,0,0,1
3,puzzles\puzzle_266.cnf,1.422727346420288,0,0,1
1,puzzles\puzzle_267.cnf,1.642756700515747,11,0,31
2,puzzles\puzzle_267.cnf,1.5007481575012207,1,0,7
3,puzzles\puzzle_267.cnf,14.363987684249878,20,0,68
1,puzzles\puzzle_268.cnf,1.4851956367492676,2,0,10
2,puzzles\puzzle_268.cnf,2.0166831016540527,0,0,5
3,puzzles\puzzle_268.cnf,5.047960996627808,28,0,66
1,puzzles\puzzle_269.cnf,1.4533724784851074,0,0,9
2,puzzles\puzzle_269.cnf,1.5164153575897217,1,0,8
3,puzzles\puzzle_269.cnf,39.46229362487793,142,0,350
1,puzzles\puzzle_27.cnf,1.4070549011230469,0,0,3
2,puzzles\puzzle_27.cnf,1.469167947769165,0,0,3
3,puzzles\puzzle_27.cnf,2.392133951187134,0,0,16
1,puzzles\puzzle_270.cnf,1.4544200897216797,0,0,2
2,puzzles\puzzle_270.cnf,1.4848875999450684,0,0,7
3,puzzles\puzzle_270.cnf,4.78345251083374,0,0,30
1,puzzles\puzzle_271.cnf,1.9230406284332275,0,0,1
2,puzzles\puzzle_271.cnf,1.5170550346374512,0,0,1
3,puzzles\puzzle_271.cnf,1.4691951274871826,0,0,1
1,puzzles\puzzle_272.cnf,1.4853544235229492,0,0,3
2,puzzles\puzzle_272.cnf,1.500462532043457,0,0,5
3,puzzles\puzzle_272.cnf,2.0012097358703613,0,0,14
1,puzzles\puzzle_273.cnf,1.5160086154937744,2,0,12
2,puzzles\puzzle_273.cnf,1.4387247562408447,0,0,3
3,puzzles\puzzle_273.cnf,3.1893441677093506,10,0,30
1,puzzles\puzzle_274.cnf,1.4851291179656982,0,0,3
2,puzzles\puzzle_274.cnf,1.4382476806640625,0,0,3
3,puzzles\puzzle_274.cnf,1.5165760517120361,0,0,8
1,puzzles\puzzle_275.cnf,1.470371961593628,0,0,6
2,puzzles\puzzle_275.cnf,1.5009164810180664,0,0,6
3,puzzles\puzzle_275.cnf,2.048020601272583,0,0,12
1,puzzles\puzzle_276.cnf,1.5471532344818115,0,0,1
2,puzzles\puzzle_276.cnf,1.5814883708953857,0,0,1
3,puzzles\puzzle_276.cnf,2.5625152587890625,0,0,1
1,puzzles\puzzle_277.cnf,1.6104683876037598,0,0,7
2,puzzles\puzzle_277.cnf,1.657318353652954,10,0,26
3,puzzles\puzzle_277.cnf,4.813119888305664,10,0,43
1,puzzles\puzzle_278.cnf,1.470454454421997,0,0,4
2,puzzles\puzzle_278.cnf,1.5174157619476318,2,0,10
3,puzzles\puzzle_278.cnf,4.93991756439209,22,0,62
1,puzzles\puzzle_279.cnf,1.4697935581207275,0,0,1
2,puzzles\puzzle_279.cnf,1.469740867614746,0,0,1
3,puzzles\puzzle_279.cnf,1.485382080078125,0,0,1
1,puzzles\puzzle_28.cnf,1.76621413230896,8,0,32
2,puzzles\puzzle_28.cnf,1.4387757778167725,0,0,2
3,puzzles\puzzle_28.cnf,246.53010487556458,772,0,1600
1,puzzles\puzzle_280.cnf,1.4698975086212158,0,0,3
2,puzzles\puzzle_280.cnf,1.4534828662872314,0,0,3
3,puzzles\puzzle_280.cnf,5.000891208648682,0,0,38
1,puzzles\puzzle_281.cnf,1.4847359657287598,0,0,5
2,puzzles\puzzle_281.cnf,1.4543919563293457,0,0,5
3,puzzles\puzzle_281.cnf,4.738240957260132,0,0,8
1,puzzles\puzzle_282.cnf,1.657839298248291,8,0,24
2,puzzles\puzzle_282.cnf,1.4851481914520264,0,0,7
3,puzzles\puzzle_282.cnf,19.43323802947998,30,0,119
1,puzzles\puzzle_283.cnf,1.4073269367218018,0,0,2
2,puzzles\puzzle_283.cnf,1.4859771728515625,1,0,9
3,puzzles\puzzle_283.cnf,4.048483610153198,0,0,11
1,puzzles\puzzle_284.cnf,1.5316264629364014,0,0,3
2,puzzles\puzzle_284.cnf,1.5172584056854248,0,0,2
3,puzzles\puzzle_284.cnf,1.766554355621338,0,0,8
1,puzzles\puzzle_285.cnf,1.4854891300201416,0,0,3
2,puzzles\puzzle_285.cnf,1.4697749614715576,3,0,9
3,puzzles\puzzle_285.cnf,1.7521553039550781,0,0,10
1,puzzles\puzzle_286.cnf,1.4847371578216553,0,0,1
2,puzzles\puzzle_286.cnf,1.548560619354248,0,0,1
3,puzzles\puzzle_286.cnf,2.760749578475952,0,0,1
1,puzzles\puzzle_287.cnf,1.4846582412719727,0,0,3
2,puzzles\puzzle_287.cnf,1.5319716930389404,0,0,6
3,puzzles\puzzle_287.cnf,4.2040886878967285,13,0,54
1,puzzles\puzzle_288.cnf,1.5007820129394531,0,0,4
2,puzzles\puzzle_288.cnf,1.5008642673492432,0,0,2
3,puzzles\puzzle_288.cnf,36.32345962524414,116,0,267
1,puzzles\puzzle_289.cnf,1.5007307529449463,5,0,16
2,puzzles\puzzle_289.cnf,1.5163016319274902,7,0,18
3,puzzles\puzzle_289.cnf,11.233628988265991,41,0,117
1,puzzles\puzzle_29.cnf,1.5167455673217773,0,0,1
2,puzzles\puzzle_29.cnf,1.4375476837158203,0,0,1
3,puzzles\puzzle_29.cnf,1.4538729190826416,0,0,1
1,puzzles\puzzle_290.cnf,1.5006859302520752,0,0,1
2,puzzles\puzzle_290.cnf,1.4535949230194092,0,0,1
3,puzzles\puzzle_290.cnf,1.454064130783081,0,0,1
1,puzzles\puzzle_291.cnf,1.4380927085876465,0,0,3
2,puzzles\puzzle_291.cnf,1.579228401184082,0,0,3
3,puzzles\puzzle_291.cnf,2.8761134147644043,0,0,17
1,puzzles\puzzle_292.cnf,1.5008211135864258,0,0,5
2,puzzles\puzzle_292.cnf,1.4690990447998047,6,0,15
3,puzzles\puzzle_292.cnf,2.4539637565612793,0,0,12
1,puzzles\puzzle_293.cnf,1.4854605197906494,0,0,8
2,puzzles\puzzle_293.cnf,1.6408753395080566,4,0,13
3,puzzles\puzzle_293.cnf,10.457582235336304,17,0,49
1,puzzles\puzzle_294.cnf,1.422654151916504,0,0,1
2,puzzles\puzzle_294.cnf,1.4695279598236084,0,0,1
3,puzzles\puzzle_294.cnf,1.4538640975952148,0,0,1
1,puzzles\puzzle_295.cnf,1.4541540145874023,0,0,4
2,puzzles\puzzle_295.cnf,1.5163843631744385,2,0,9
3,puzzles\puzzle_295.cnf,2.3454360961914062,0,0,6
1,puzzles\puzzle_296.cnf,1.5185039043426514,0,0,1
2,puzzles\puzzle_296.cnf,1.438382863998413,0,0,1
3,puzzles\puzzle_296.cnf,1.4697730541229248,0,0,1
1,puzzles\puzzle_297.cnf,1.4689860343933105,0,0,5
2,puzzles\puzzle_297.cnf,2.822265386581421,3,0,10
3,puzzles\puzzle_297.cnf,3.4833080768585205,0,0,10
1,puzzles\puzzle_298.cnf,2.9489221572875977,0,0,2
2,puzzles\puzzle_298.cnf,2.2093634605407715,0,0,3
3,puzzles\puzzle_298.cnf,2.1049556732177734,0,0,4
1,puzzles\puzzle_299.cnf,1.8739407062530518,1,0,13
2,puzzles\puzzle_299.cnf,1.650054693222046,0,0,6
3,puzzles\puzzle_299.cnf,13.868345499038696,23,0,98
1,puzzles\puzzle_3.cnf,1.7500286102294922,10,0,33
2,puzzles\puzzle_3.cnf,1.6612415313720703,0,0,4
3,puzzles\puzzle_3.cnf,16.9319326877594,82,0,194
1,puzzles\puzzle_30.cnf,1.5275757312774658,0,0,1
2,puzzles\puzzle_30.cnf,1.5597739219665527,0,0,1
3,puzzles\puzzle_30.cnf,1.7306506633758545,0,0,1
1,puzzles\puzzle_300.cnf,2.058788776397705,16,0,41
2,puzzles\puzzle_300.cnf,1.8346805572509766,2,0,14
3,puzzles\puzzle_300.cnf,2.7319605350494385,0,0,2
1,puzzles\puzzle_301.cnf,2.0561740398406982,0,0,3
2,puzzles\puzzle_301.cnf,2.147845506668091,0,0,3
3,puzzles\puzzle_301.cnf,2.6109812259674072,1,0,17
1,puzzles\puzzle_302.cnf,1.9726800918579102,0,0,4
2,puzzles\puzzle_302.cnf,2.17826509475708,1,0,6
3,puzzles\puzzle_302.cnf,88.40903925895691,223,0,496
1,puzzles\puzzle_303.cnf,1.532968521118164,0,0,1
2,puzzles\puzzle_303.cnf,1.5705420970916748,0,0,1
3,puzzles\puzzle_303.cnf,1.558161973953247,0,0,1
1,puzzles\puzzle_304.cnf,1.589555263519287,0,0,6
2,puzzles\puzzle_304.cnf,1.6093807220458984,5,0,13
3,puzzles\puzzle_304.cnf,2.155698537826538,0,0,8
1,puzzles\puzzle_305.cnf,1.6229479312896729,0,0,9
2,puzzles\puzzle_305.cnf,1.5865764617919922,0,0,6
3,puzzles\puzzle_305.cnf,2.1410508155822754,0,0,12
1,puzzles\puzzle_306.cnf,1.6513092517852783,1,0,14
2,puzzles\puzzle_306.cnf,1.7329514026641846,0,0,3
3,puzzles\puzzle_306.cnf,5.2744386196136475,12,0,32
1,puzzles\puzzle_307.cnf,1.6439526081085205,0,0,19
2,puzzles\puzzle_307.cnf,1.7337274551391602,5,0,20
3,puzzles\puzzle_307.cnf,11.118617057800293,27,0,94
1,puzzles\puzzle_308.cnf,1.5619597434997559,0,0,5
2,puzzles\puzzle_308.cnf,1.6158459186553955,0,0,4
3,puzzles\puzzle_308.cnf,2.760699510574341,5,0,39
1,puzzles\puzzle_309.cnf,1.5458695888519287,0,0,1
2,puzzles\puzzle_309.cnf,1.5866062641143799,0,0,1
